doc_id,issue_type,field,governing_law,payment_net_days,payment_amount,details,quote
KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT.txt,MISSING,payment_terms,California,,,{},
"KIROMICBIOPHARMA,INC_04_08_2020-EX-10.28-JOINT VENTURE AGREEMENT.txt",MISSING,payment_terms,,,,{},
"KIROMICBIOPHARMA,INC_04_08_2020-EX-10.28-JOINT VENTURE AGREEMENT.txt",MISSING,governing_law,,,,{},
"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT.txt",MISSING,payment_terms,the State of Texas,,,{},
KitovPharmaLtd_20190326_20-F_EX-4.15_11584449_EX-4.15_Manufacturing Agreement.txt,MISSING,governing_law,,,,{},
"KNOWLABS,INC_08_15_2005-EX-10-INTELLECTUAL PROPERTY AGREEMENT.txt",MISSING,payment_terms,,,,{},
"KNOWLABS,INC_08_15_2005-EX-10-INTELLECTUAL PROPERTY AGREEMENT.txt",MISSING,governing_law,,,,{},
"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part1.txt",AMBIGUOUS,termination_clause,New York,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 3879, ""end"": 4690}}","Termination. (a) The initial term of this Agreement shall be one (1) year from the Effective Date (the ""Initial Term""). This Agreement will automatically renew for additional 1-year terms unless earlier terminated pursuant to this Agreement's express provisions (together with the Initial Term, such additional periods the ""Term""). Neither Party may terminate this Agreement during the Initial Term e…"
"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part1.txt",MISSING,payment_terms,New York,,,{},
"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part2.txt",MISSING,governing_law,,30,,{},
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement.txt,MISSING,payment_terms,Delaware,,,{},
LegacyEducationAllianceInc_20141110_8-K_EX-10.9_8828866_EX-10.9_Endorsement Agreement.txt,MISSING,payment_terms,England and Wales,,,{},
LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,MISSING,payment_terms,California,,,{},
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT.txt",MISSING,payment_terms,,,,{},
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT.txt",MISSING,governing_law,,,,{},
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.txt,MISSING,payment_terms,,,,{},
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.txt,MISSING,governing_law,,,,{},
LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement1.txt,MISSING,payment_terms,,,,{},
LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement1.txt,MISSING,governing_law,,,,{},
LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement2.txt,MISSING,payment_terms,the PRC,,,{},
LifewayFoodsInc_20160316_10-K_EX-10.24_9489766_EX-10.24_Endorsement Agreement.txt,MISSING,payment_terms,,,,{},
LifewayFoodsInc_20160316_10-K_EX-10.24_9489766_EX-10.24_Endorsement Agreement.txt,MISSING,governing_law,,,,{},
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT.txt,MISSING,payment_terms,New York,,,{},
LinkPlusCorp_20050802_8-K_EX-10_3240252_EX-10_Affiliate Agreement.txt,MISSING,payment_terms,,,,{},
LinkPlusCorp_20050802_8-K_EX-10_3240252_EX-10_Affiliate Agreement.txt,MISSING,termination_clause,,,,{},
LinkPlusCorp_20050802_8-K_EX-10_3240252_EX-10_Affiliate Agreement.txt,MISSING,governing_law,,,,{},
LiquidmetalTechnologiesInc_20200205_8-K_EX-10.1_11968198_EX-10.1_Development Agreement.txt,AMBIGUOUS,payment_terms,Delaware,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 19476, ""end"": 20076}}","PAYMENT TERMS, AND CAPACITY. 3.1 Pricing. During the Term of this Agreement, Liquidmetal may from time to time purchase from Eutectix such ""Liquidmetal Products"" as specifically described in a purchase order issued by Liquidmetal (an ""Order"") to Eutectix at the prices set forth in the Order (the ""Prices""). The Parties shall negotiate the Prices in good faith on a project-by-project basis, taking i…"
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.txt,MISSING,payment_terms,the State of Tennessee,,,{},
LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement.txt,MISSING,payment_terms,the People,,,{},
LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement.txt,MISSING,termination_clause,the People,,,{},
LOOKSMARTLTD_07_20_2012-EX-99.(D)(I)-SPONSORSHIP AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
"Loop Industries, Inc. - Marketing Agreement.txt",AMBIGUOUS,termination_clause,Canada,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 19344, ""end"": 20155}}","TERMINATION 5.1 Term. This Agreement begins on the Effective Date and shall continue indefinitely unless sooner terminated as provided in this Article 5. 5.2 Termination for Breach. If a Party commits a material breach of this Agreement, the non-breaching Party shall be entitled to terminate this Agreement if the breaching party does not cure the breach within thirty (30) days after the non- breac…"
"Loop Industries, Inc. - Marketing Agreement.txt",MISSING,payment_terms,Canada,,,{},
LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT.txt,MISSING,payment_terms,the          State of Missouri,,,{},
MACROGENICSINC_08_02_2013-EX-10-COLLABORATION AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
"MACY_S,INC_05_11_2020-EX-99.4-JOINT FILING AGREEMENT.txt",MISSING,payment_terms,,,,{},
"MACY_S,INC_05_11_2020-EX-99.4-JOINT FILING AGREEMENT.txt",MISSING,termination_clause,,,,{},
"MACY_S,INC_05_11_2020-EX-99.4-JOINT FILING AGREEMENT.txt",MISSING,governing_law,,,,{},
"Magenta Therapeutics, Inc. - Master Development and Manufacturing Agreement.txt",MISSING,payment_terms,the State of New York,,,{},
MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT.txt,AMBIGUOUS,termination_clause,Florida,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 2346, ""end"": 3157}}","termination of this Strategic Alliance Agreement. - 1 - H. UTEK shall devote such time and efforts, as it deems commercially reasonable, under the circumstances to the affairs of MKOS, as is commercially reasonable and adequate to render the Services contemplated by this Agreement. I. UTEK cannot guarantee results on behalf of MKOS, but shall pursue all reasonable avenues available through its net…"
MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT.txt,MISSING,payment_terms,Florida,,,{},
MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.txt,MISSING,payment_terms,New York,,,{},
"MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT.txt",MISSING,payment_terms,the State of           Nevada,,,{},
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT.txt",MISSING,payment_terms,Virginia,,,{},
MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT.txt,AMBIGUOUS,termination_clause,,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 37869, ""end"": 38680}}","termination or expiry of this Agreement, provided however that any Confidential Information with respect to the Product, including without limiting, such information with respect to intellectual property rights in connection with and/or related to the Products shall remain confidential in perpetuity. 8.4 The provisions of this Section 8 shall in no event prevent MediWound from disclosing any Techn…"
MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT.txt,MISSING,payment_terms,,,,{},
MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT.txt,MISSING,governing_law,,,,{},
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.txt",MISSING,payment_terms,Delaware,,,{},
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.txt,MISSING,payment_terms,Washington,,,{},
MERITLIFEINSURANCECO_06_19_2020-EX-10.(XIV)-MASTER SERVICES AGREEMENT.txt,MISSING,payment_terms,,,,{},
MERITLIFEINSURANCECO_06_19_2020-EX-10.(XIV)-MASTER SERVICES AGREEMENT.txt,MISSING,governing_law,,,,{},
"MetLife, Inc. - Remarketing Agreement.txt",MISSING,payment_terms,New York,,,{},
"MFAFINANCIAL,INC_07_06_2020-EX-99.D-JOINT FILING AGREEMENT.txt",MISSING,payment_terms,,,,{},
"MFAFINANCIAL,INC_07_06_2020-EX-99.D-JOINT FILING AGREEMENT.txt",MISSING,termination_clause,,,,{},
"MFAFINANCIAL,INC_07_06_2020-EX-99.D-JOINT FILING AGREEMENT.txt",MISSING,governing_law,,,,{},
Microgenics Corporation - Collaborative Development and Commercialization Agreement.txt,MISSING,payment_terms,the State of Delaware,,,{},
"MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT.txt",MISSING,payment_terms,Delaware,,,{},
MidwestEnergyEmissionsCorp_20080604_8-K_EX-10.2_3093976_EX-10.2_Content License Agreement.txt,MISSING,payment_terms,California,,,{},
"MJBIOTECH,INC_12_06_2018-EX-99.01-JOINT VENTURE AGREEMENT.txt",MISSING,payment_terms,,,,{},
"MJBIOTECH,INC_12_06_2018-EX-99.01-JOINT VENTURE AGREEMENT.txt",MISSING,termination_clause,,,,{},
"MJBIOTECH,INC_12_06_2018-EX-99.01-JOINT VENTURE AGREEMENT.txt",MISSING,governing_law,,,,{},
MOELIS_CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT.txt,MISSING,payment_terms,,,,{},
MOELIS_CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT.txt,MISSING,governing_law,,,,{},
Monsanto Company - SECOND A_R EXCLUSIVE AGENCY AND MARKETING AGREEMENT.txt,MISSING,payment_terms,,,,{},
Monsanto Company - SECOND A_R EXCLUSIVE AGENCY AND MARKETING AGREEMENT.txt,MISSING,governing_law,,,,{},
MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,MISSING,payment_terms,Delaware,,,{},
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT.txt,MISSING,payment_terms,California,,,{},
MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT.txt,MISSING,payment_terms,,,,{},
MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT.txt,MISSING,governing_law,,,,{},
MphaseTechnologiesInc_20030911_10-K_EX-10.15_1560667_EX-10.15_Co-Branding Agreement.txt,MISSING,payment_terms,the State of New York,,,{},
MPLXLP_06_17_2015-EX-10.1-TRANSPORTATION SERVICES AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT.txt,MISSING,governing_law,,,,{},
MSCIINC_02_28_2008-EX-10.10-.txt,MISSING,payment_terms,Delaware,,,{},
MSCIINC_02_28_2008-EX-10.10-.txt,MISSING,termination_clause,Delaware,,,{},
MTITECHNOLOGYCORP_11_16_2004-EX-10.102-Reseller Agreement Premier Addendum.txt,AMBIGUOUS,termination_clause,,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 4127, ""end"": 4938}}","TERMINATION 4.1 TERMINATION WITHOUT CAUSE. Either party may terminate this Agreement without cause upon sixty (60) days prior written notice to the other party. 4.2 TERMINATION FOR BREACH. In addition to any other rights or remedies that may be available at law or in equity, either party may terminate this Agreement if the other party is in material breach of this Agreement and has not cured the b…"
MTITECHNOLOGYCORP_11_16_2004-EX-10.102-Reseller Agreement Premier Addendum.txt,MISSING,payment_terms,,,,{},
MTITECHNOLOGYCORP_11_16_2004-EX-10.102-Reseller Agreement Premier Addendum.txt,MISSING,governing_law,,,,{},
MusclepharmCorp_20170208_10-KA_EX-10.38_9893581_EX-10.38_Co-Branding Agreement.txt,MISSING,payment_terms,,,,{},
MusclepharmCorp_20170208_10-KA_EX-10.38_9893581_EX-10.38_Co-Branding Agreement.txt,MISSING,governing_law,,,,{},
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.txt,AMBIGUOUS,termination_clause,California,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 28907, ""end"": 29718}}","termination of this Agreement, each party will cease using the trademarks, service marks and/or trade names of the other except: i) As the parties may agree in writing; or ii) To the extent permitted by applicable law. 11. TERMINATION a) If Excite fails to deliver the guaranteed number of Impressions on the Excite Site during the first year, Excite will use commercially reasonable efforts to ""make…"
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.txt,MISSING,payment_terms,California,,,{},
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT.txt,MISSING,payment_terms,the United States and,,,{},
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT.txt,MISSING,payment_terms,,,,{},
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT.txt,MISSING,termination_clause,,,,{},
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT.txt,MISSING,governing_law,,,,{},
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement.txt,AMBIGUOUS,termination_clause,Delaware,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 52509, ""end"": 53320}}","TERMINATION 11.1 AUTOMATIC RENEWAL. This Agreement will automatically renew at the end of the Initial Term or a subsequent renewal term on a year to year basis (each, a ""Renewal Term""), unless either Party notifies the other at least 30 days prior to the end of the Initial Term or then current Renewal Term, as applicable, of its intention not to renew this Agreement (a ""Termination Notice""). Sourc…"
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT.txt,MISSING,payment_terms,Florida,,,{},
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,MISSING,payment_terms,Delaware,,,{},
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_New.txt,MISSING,payment_terms,Delaware,,,{},
"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT 2 TO THE DISTRIBUTION AGREEMENT.txt",MISSING,payment_terms,United States,,,{},
"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT 2 TO THE DISTRIBUTION AGREEMENT.txt",MISSING,termination_clause,United States,,,{},
"NETGEAR,INC_04_21_2003-EX-10.16-AMENDMENT TO THE DISTRIBUTOR AGREEMENT BETWEEN INGRAM MICRO AND NETGEAR.txt",MISSING,payment_terms,the State of California except that body of law dealing with conflicts of law,,,{},
"NETGEAR,INC_04_21_2003-EX-10.16-AMENDMENT TO THE DISTRIBUTOR AGREEMENT BETWEEN INGRAM MICRO AND NETGEAR.txt",MISSING,termination_clause,the State of California except that body of law dealing with conflicts of law,,,{},
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",AMBIGUOUS,termination_clause,the State of California except that body of law dealing with conflicts of law,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 30864, ""end"": 31675}}","TERMINATION A. TERM. This Agreement will be in effect for one year from the Effective Date and will automatically renew for successive one (1) year periods unless terminated as provided below. B. TERMINATION. This Agreement may be canceled at any time without cause, by either party upon ninety (90) days written notice to the other party. Either party may terminate this Agreement immediately if (i)…"
NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT.txt,MISSING,payment_terms,California,,,{},
NETZEEINC_11_14_2002-EX-10.3-MAINTENANCE AGREEMENT.txt,MISSING,payment_terms,Georgia,,,{},
NETZEEINC_11_14_2002-EX-10.3-MAINTENANCE AGREEMENT.txt,MISSING,termination_clause,Georgia,,,{},
NeuroboPharmaceuticalsInc_20190903_S-4_EX-10.36_11802165_EX-10.36_Manufacturing Agreement_ Supply Agreement.txt,AMBIGUOUS,termination_clause,,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 15516, ""end"": 16327}}","TERMINATION 5.1 This Agreement shall commence on the Effective Date and, unless earlier terminated, shall continue in full force and effect for a period of [***] years thereafter. 5.2 This Agreement shall automatically terminate in case the License Agreement is terminated for any reason specified therein. 5.3 A Party may terminate this Agreement by notice to the other Party if the other Party is i…"
NeuroboPharmaceuticalsInc_20190903_S-4_EX-10.36_11802165_EX-10.36_Manufacturing Agreement_ Supply Agreement.txt,MISSING,payment_terms,,,,{},
NeuroboPharmaceuticalsInc_20190903_S-4_EX-10.36_11802165_EX-10.36_Manufacturing Agreement_ Supply Agreement.txt,MISSING,governing_law,,,,{},
NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.txt,MISSING,payment_terms,Illinois,,,{},
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,MISSING,governing_law,,,,{},
NlsPharmaceuticsLtd_20200228_F-1_EX-10.14_12029046_EX-10.14_Development Agreement.txt,AMBIGUOUS,termination_clause,,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 2042, ""end"": 2853}}","Termination 18 19.1. Term 18 19.2. Termination for Change of Control 18 19.3. Termination for Bankruptcy, Liquidation and similar proceedings 18 19.4. Early Termination for Material Breach 18 19.5. Early Termination by the Licensor 19 19.6. Early Termination by the Licensee 19 19.7. Consequences of Expiration or Termination 20 20. General Provisions 20 20.1. Amendments 20 20.2. Notices 20 20.3. Se…"
NlsPharmaceuticsLtd_20200228_F-1_EX-10.14_12029046_EX-10.14_Development Agreement.txt,MISSING,governing_law,,,,{},
NmfSlfIInc_20200115_10-12GA_EX-10.5_11946987_EX-10.5_Trademark License Agreement.txt,MISSING,payment_terms,Delaware,,,{},
"NOVOINTEGRATEDSCIENCES,INC_12_23_2019-EX-10.1-JOINT VENTURE AGREEMENT.txt",MISSING,payment_terms,Washington,,,{},
NUVEEN - REMARKETING AGREEMENT.txt,MISSING,payment_terms,the State of New York,,,{},
NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT.txt,MISSING,payment_terms,,,,{},
NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT.txt,MISSING,governing_law,,,,{},
"OAKTREECAPITALGROUP,LLC_03_02_2020-EX-10.8-Services Agreement.txt",MISSING,payment_terms,England and Wales,,,{},
OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT.txt,MISSING,payment_terms,,,,{},
OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT.txt,MISSING,governing_law,,,,{},
OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY AGREEMENT1.txt,MISSING,payment_terms,Canada,,,{},
OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY AGREEMENT2.txt,MISSING,payment_terms,,,,{},
OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY AGREEMENT2.txt,MISSING,termination_clause,,,,{},
OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY AGREEMENT2.txt,MISSING,governing_law,,,,{},
"OMINTO,INC_03_29_2004-EX-10-RESELLER AGREEMENT.txt",MISSING,payment_terms,,,,{},
"OMINTO,INC_03_29_2004-EX-10-RESELLER AGREEMENT.txt",MISSING,governing_law,,,,{},
"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT.txt",AMBIGUOUS,termination_clause,Delaware,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 25822, ""end"": 26633}}","TERMINATION 9.1 Term. Except as otherwise set forth in Sections 9.2 and 9.3 or Exhibit A hereof, the term of this Agreement shall be eighteen (18) months (""Term""). 9.2 Termination. Either of Wildform or On2 may terminate this Agreement if the other Party is in material breach of this Agreement and fails to cure such breach within thirty (30) days after written notice. Either of On2 or Wildform may…"
"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT.txt",MISSING,payment_terms,Delaware,,,{},
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT.txt,MISSING,payment_terms,the Province of Ontario and the federal laws of  Canada applicable therein,,,{},
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT.txt,MISSING,termination_clause,the Province of Ontario and the federal laws of  Canada applicable therein,,,{},
"ONEMAINHOLDINGS,INC_02_20_2020-EX-99.D-JOINT FILING AGREEMENT.txt",MISSING,payment_terms,,,,{},
"ONEMAINHOLDINGS,INC_02_20_2020-EX-99.D-JOINT FILING AGREEMENT.txt",MISSING,termination_clause,,,,{},
"ONEMAINHOLDINGS,INC_02_20_2020-EX-99.D-JOINT FILING AGREEMENT.txt",MISSING,governing_law,,,,{},
OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT.txt,AMBIGUOUS,termination_clause,India,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 15951, ""end"": 16762}}","TERMINATION 9.1 The Agreement shall commence on the Effective Date and continue in effect for the Service Period, unless terminated earlier as provided in this Section. This Agreement is a memorialization of an earlier oral Agreement and shall be deemed to apply for the entire Service Period. The Agreement may be extended or renewed by the Parties in a writing executed by authorized representative…"
OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT.txt,MISSING,payment_terms,India,,,{},
"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT.txt",MISSING,payment_terms,the State of Texas,,,{},
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,AMBIGUOUS,termination_clause,Florida,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 3440, ""end"": 4251}}","TERMINATION The term of the Agreement will be for 12 months unless terminated sooner. This agreement may be renewed upon mutual, written agreement of the parties. Either party may terminate this Agreement at any time with 30 days written notice. - 2 - VII. LEGAL COMPLIANCE AVDU agrees that it will put in place, if it has not already done so, policies and procedures relating to and addressing, with…"
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,MISSING,payment_terms,Florida,,,{},
"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1.txt",MISSING,payment_terms,Delaware,,,{},
PacificapEntertainmentHoldingsInc_20051115_8-KA_EX-1.01_4300894_EX-1.01_Content License Agreement.txt,MISSING,payment_terms,,,,{},
PacificapEntertainmentHoldingsInc_20051115_8-KA_EX-1.01_4300894_EX-1.01_Content License Agreement.txt,MISSING,governing_law,,,,{},
PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT.txt,MISSING,termination_clause,Delaware,,,{},
PalmerSquareCapitalBdcInc_20200116_10-12GA_EX-10.6_11949289_EX-10.6_Trademark License Agreement.txt,MISSING,payment_terms,Delaware,,,{},
PANDIONTHERAPEUTICSHOLDCOLLC_05_22_2020-EX-10.17-CONSULTING AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
PapaJohnsInternationalInc_20190617_8-K_EX-10.1_11707365_EX-10.1_Endorsement Agreement.txt,MISSING,payment_terms,Delaware,,,{},
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement.txt,MISSING,payment_terms,,,,{},
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement.txt,MISSING,governing_law,,,,{},
PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.txt,MISSING,governing_law,,,,{},
"PAXMEDICA,INC_07_02_2020-EX-10.12-Master Service Agreement.txt",MISSING,payment_terms,the State of Connecticut,,,{},
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement1.txt,AMBIGUOUS,termination_clause,New York,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 4202, ""end"": 5013}}","termination will be effective as of the last day of the month in which this anniversary occurs. C. Notwithstanding the provisions of (A), and (B) above, should a party to this Agreement be in material breach of the Agreement, the other party may terminate the Agreement thirty (30) days after notice of said material breach is received, and only if such material breach is not cured within thirty (30…"
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement1.txt,MISSING,payment_terms,New York,,,{},
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement2.txt,MISSING,payment_terms,,,,{},
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement2.txt,MISSING,termination_clause,,,,{},
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement2.txt,MISSING,governing_law,,,,{},
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement3.txt,MISSING,payment_terms,New York,,,{},
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement3.txt,MISSING,termination_clause,New York,,,{},
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement1.txt,MISSING,payment_terms,,,,{},
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement1.txt,MISSING,termination_clause,,,,{},
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement1.txt,MISSING,governing_law,,,,{},
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,MISSING,payment_terms,the State of Washington without regards for its conflict of laws principle,,,{},
PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,MISSING,payment_terms,Delaware,,,{},
PerformanceSportsBrandsInc_20110909_S-1_EX-10.10_7220214_EX-10.10_Endorsement Agreement.txt,MISSING,payment_terms,,,,{},
PerformanceSportsBrandsInc_20110909_S-1_EX-10.10_7220214_EX-10.10_Endorsement Agreement.txt,MISSING,governing_law,,,,{},
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1.txt,MISSING,payment_terms,Florida,,,{},
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement3.txt,MISSING,payment_terms,,,,{},
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement3.txt,MISSING,governing_law,,,,{},
