doc_id,party_key,governing_law,effective_date,payment_net_days,payment_amount,risk_score,risk_bucket,issues_count,issue_types
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement2.txt,"GLU MOBILE | TWENTIETH CENTURY FOX LICENSING & MERCHANDISING, DIVISION OF FOX ENTERTAINMENT GROUP, INC. (""FOX""), AS ADMINISTRATOR FOR TWENTIETH CENTURY FOX FILM CORPORATION (""TRADEMARK LICENSOR",United Kingdom,,,,6.0,medium,2,MISSING
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement3.txt,"FOX MOBILE ENTERTAINMENT, INC. (""FOX""), AS ADMINISTRATOR FOR TWENTIETH CENTURY FOX FILM CORPORATION (""TRADEMARK LICENSOR | GLU MOBILE",,,,,9.0,medium,3,MISSING
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement4.txt,"FOX MOBILE ENTERTAINMENT, INC. (""FOX""), AS ADMINISTRATOR FOR TWENTIETH CENTURY FOX FILM CORPORATION | GLU MOBILE INC",,,,,9.0,medium,3,MISSING
GOCALLINC_03_30_2000-EX-10.7-Promotion Agreement.txt,GO CALL | PAGEMASTER CORPORATION,Canada,,,,3.0,low,1,MISSING
GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.txt,HOC WITHOUT THE COMPANY HAVING EXECUTED AND DELIVERED THIS AGREEMENT; AND | THE COMPANY,,,,,6.0,medium,2,MISSING
"GOOSEHEADINSURANCE,INC_04_02_2018-EX-10.6-Franchise Agreement.txt",US (AND OUR AFFILIATES | YOU (AND YOUR AFFILIATES,a state other than North Dakota,,,,3.0,low,1,MISSING
GopageCorp_20140221_10-K_EX-10.1_8432966_EX-10.1_Content License Agreement.txt,"EMPIRICAL VENTURES | PSITECH CORPORATION, A BVI CORPORATION, WITH OFFICES LOCATED AT 303, 3RDFL, ST. GEORGES BLDG, 2 ICE HOUSE ST, CENTRAL, HONG KONG(""LICENSOR",,,,,6.0,medium,2,MISSING
GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.6_11951677_EX-10.6_License Agreement.txt,"COLLECTIVELY | NATIONAL FOOTBALL MUSEUM, INC., AN OHIO NON-PROFIT CORPORATION, DOING BUSINESS AS PRO FOOTBALL HALL OF FAME (""PFHOF""), HOF VILLAGE MEDIA GROUP, LLC (THE ""VILLAGE MEDIA COMPANY""), A DELAWARE LIMITED LIABILITY COMPANY THAT IS A WHOLLY-OWNED SUBSIDIARY OF HOF VILLAGE, LLC, A DELAWARE LIMITED LIABILITY COMPANY (""HOFV"") AND, SOLELY FOR PURPOSES OF SECTION 4.5, HOFV; EACH A ""PARTY",Delaware,,,,3.0,low,1,MISSING
GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.8_11951679_EX-10.8_Service Agreement.txt,AN HOF ENTITY OR AFFILIATE | CONSTELLATION WHICH MAY INCLUDE A MASTER RETAIL ELECTRICITY SUPPLY AGREEMENT IN SUBSTANTIALLY THE FORM OF EXHIBIT C-1,Delaware,,,,5.0,medium,2,"AMBIGUOUS,MISSING"
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,ECOPETROL | THE SENDER SHALL BE COMPRISED BY THESE GENERAL CLAUSES AND BY THE SPECIFIC CONDITIONS SUBSCRIBED BY THE PARTIES,,,,,3.0,low,1,MISSING
"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.txt","EWSD 1, LLC, D/B/A/ SHI FARMS (""SHI FARMS""), A DELAWARE LIMITED LIABILITY COMPANY | GRIDIRON BIONUTRIENTS",Delaware,,,,3.0,low,1,MISSING
GridironBionutrientsInc_20171206_8-K_EX-10.1_10972555_EX-10.1_Endorsement Agreement.txt,"FOOD FOR ATHLETES | NATIONAL FOOTBALL LEAGUE ALUMNI - NORTHERN CALIFORNIA CHAPTER (""NFLA-NC""), A CHARITABLE CORPORATION ORGANIZED UNDER THE LAWS OF CALIFORNIA, HAVING ITS PRINCIPAL OFFICE AT 1311 MADISON AVENUE, REDWOOD CA 94061; NATIONAL FOOTBALL LEAGUE ALUMNI, INC. (""NFLA""), A CHARITABLE CORPORATION ORGANIZED UNDER THE LAWS OF FLORIDA, HAVING ITS PRINCIPAL OFFICE AT 8000 MIDLANTIC DRIVE, 130 S., MOUNT LAUREL, NJ. 08054",California,,,,3.0,low,1,MISSING
GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement.txt,ADDENDUM | NATIONAL FOOTBALL LEAGUE ALUMNI - NORTHERN CALIFORNIA CHAPTER,California,,,,6.0,medium,2,MISSING
"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC..txt",GSI TECHNOLOGY | SONY ELECTRONICS INC,Delaware,,,,3.0,low,1,MISSING
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,"CYBERSHOP | EXCITE, INC., A CALIFORNIA CORPORATION, LOCATED AT 555 BROADWAY, REDWOOD CITY, CALIFORNIA 94063 (""EXCITE",California,,,,3.0,low,1,MISSING
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.txt,PSS REGARDING CERTAIN RIGHTS AND OBLIGATIONS OF THE UNDERSIGNED IN CONNECTION WITH THE SHARES OF PSS TO BE RECEIVED BY THE UNDERSIGNED AS A RESULT OF THE MERGER | THE UNDERSIGNED,the State of Delaware,,,,6.0,medium,2,MISSING
"GWG HOLDINGS, INC. - ORDERLY MARKETING AGREEMENT.txt",ALL CLAIMS OR CAUSES OF ACTION (WHETHER IN CONTRACT OR TORT) THAT MAY BE BASED UPON | THE PARTIES WITH RESPECT TO SUCH SUBJECT MATTER. 4.9 GOVERNING LAW; CONSENT TO JURISDICTION; WAIVER OF JURY TRIAL. THIS OMA,the State of New York without regard to principles of conflicts of laws that would result in the application of the law of any other jurisdiction,,,,3.0,low,1,MISSING
"HALITRON,INC_03_01_2005-EX-10.15-SPONSORSHIP AND DEVELOPMENT AGREEMENT.txt","RICK SMITH ENTERPRISES (""SMITH | TEKNIK DIGITAL ARTS INC., A NEVADA CORPORATION WITH OFFICES AT 7377 E. DOUBLETREE RANCH ROAD, SUITE 270, SCOTTSDALE, ARIZONA 85258 (""TDA",the State of Arizona applicable to agreements fully executed and performed therein,,,,3.0,low,1,MISSING
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,"ABBVIE BIOTECHNOLOGY LTD | HARPOON THERAPEUTICS, INC",,,,,8.0,medium,3,"AMBIGUOUS,MISSING"
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.txt","II) LIMIT ANY PARTY'S ABILITY TO COMPLY WITH ANY SUBPOENA OR OTHER LEGAL PROCESS OR RESPOND TO A REQUEST FOR INFORMATION FROM ANY GOVERNMENTAL AUTHORITY WITH JURISDICTION OVER THE PARTY FROM WHOM INFORMATION IS SOUGHT | THE PARTIES, NOTHING IN THIS SECTION 5 SHALL PREVENT EITHER PARTY FROM DISCLOSING ANY FACTS OR CIRCUMSTANCES WITH RESPECT TO ANY SUCH LITIGATION, ARBITRATION OR OTHER PROCEEDING. THIS SECTION 5 SHALL NOT (I) LIMIT THE POWER OF ANY DIRECTOR OF THE COMPANY TO ACT IN ACCORDANCE WITH HIS OR HER FIDUCIARY DUTIES OR OTHERWISE IN ACCORDANCE WITH APPLICABLE LAW",Delaware,,,,3.0,low,1,MISSING
HealthcareIntegratedTechnologiesInc_20190812_8-K_EX-10.1_11776966_EX-10.1_Reseller Agreement.txt,"INDE LIVING HOLDINGS | VAYYAR IMAGING LTD., HAVING ITS PRINCIPAL PLACE OF BUSINESS AT 3 AVRAHAM GIRON ST., POB. 325, YEHUD 5621717, ISRAEL (""SUPPLIER",the State of New York and all disputes and controversies arising out of or in connection with the Agreement shall be brought exclusively before the competent courts in New York County,,,,2.0,low,1,AMBIGUOUS
HealthcentralCom_19991108_S-1A_EX-10.27_6623292_EX-10.27_Co-Branding Agreement.txt,"ADVERTISING MANAGEMENT SERVICES | THE PARTIES (50% MEDIALINX--50% HCI). HCI SHALL BE ENTITLED TO ALL PROCEEDS GENERATED FROM US COMPANIES ON THE CO-BRANDED SITE. ""NET REVENUE"" IS DEFINED AS REVENUE LESS: 1) THIRD PARTY EXPENSES DIRECTLY RELATED TO THE ACQUISITION OF THE REVENUE; FOR EXAMPLE, ADVERTISING BROKER COMMISSIONS",California,,,,3.0,low,1,MISSING
HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT (1).txt,"1. HEALTHGATE DATA CORP., A DELAWARE CORPORATION (""HEALTHGATE""), HAVING AN ADDRESS AT 380 PLEASANT STREET, MALDEN, MASSACHUSETTS, 02148, USA | 2",Delaware,,,,0.0,low,0,
HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT - Escrow Agreement.txt,NCC FOR THE VERIFICATION OF THE MATERIAL | THE LICENSEE,,,,,6.0,medium,2,MISSING
"HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement.txt","GOOD WILL ASSOCIATED WITH THE INTELLECTUAL PROPERTY OF INTERFERON ALFA-N3 (HUMAN LEUKOCYTE DERIVED)"" 2 | THE PARTIES. 1. GOOD WILL. SCIEN RECOGNIZES THAT THERE EXISTS GREAT VALUE",,,,,6.0,medium,2,MISSING
HerImports_20161018_8-KA_EX-10.14_9765707_EX-10.14_Maintenance Agreement.txt,"EZJR | LEADER ACT LTD HK (""LEADER""), A NEVADA CORPORATION, (HEREINAFTER REFERRED TO AS ""LEADER",the State of Nevada,,,,6.0,medium,2,MISSING
"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT.txt","HERTZ RENTAL CAR HOLDING COMPANY, INC. (TO BE RENAMED ""HERTZ GLOBAL HOLDINGS, INC."" IN CONNECTION WITH THE SEPARATION, ""NEW HERTZ | HGH (TO BE RENAMED HERC HOLDINGS INC",Delaware,,,,3.0,low,1,MISSING
HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement.txt,"HERTZ GROUP REALTY TRUST | HERTZ INVESTMENT GROUP, LLC, A DELAWARE LIMITED LIABILITY COMPANY, HAVING A PRINCIPAL PLACE OF BUSINESS AT 21860 BURBANK BLVD., SUITE 300 SOUTH, WOODLAND HILLS, CA 91367 (""LICENSOR",Delaware,,,,5.0,medium,2,"AMBIGUOUS,MISSING"
HfEnterprisesInc_20191223_S-1_EX-10.22_11931299_EX-10.22_Development Agreement.txt,"DOCUMENT SECURITY SYSTEMS, INC., A CORPORATION ORGANIZED | EXISTING UNDER THE LAWS OF THE STATE OF NEW YORK (""DSS",,,,,6.0,medium,2,MISSING
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT.txt,"AFFINITY GROUP | HOLIDAY RV SUPERSTORES, INC., D/B/A RECREATION USA (THE ""COMPANY""), A DELAWARE CORPORATION HAVING ITS PRINCIPAL OFFICE AT 200 EAST BROWARD BOULEVARD, SUITE 920, FT. LAUDERDALE, FLORIDA 33301",Delaware,,,,3.0,low,1,MISSING
"HOSPITALITYINVESTORSTRUST,INC_04_07_2014-EX-10.26-FRANCHISE AGREEMENT.txt","HOMEWOOD SUITES FRANCHISE LLC (""WE,"" ""US,"" ""OUR"" OR ""FRANCHISOR | THE FRANCHISEE (""YOU",the State of New York without recourse to New York choice of law or conflicts of law principles,2014-03-21,,,3.0,low,1,MISSING
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.txt,GINARES GROUP AG JANUARY 5 | HPIL ENERGYTECH INC,,,,,6.0,medium,2,MISSING
HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.txt,"NOTICES OR OTHER DOCUMENTS THAT ANY OF THE PARTIES HERETO ARE REQUIRED OR MAY DESIRE TO DELIVER TO ANY OTHER PARTY HERETO MAY BE DELIVERED ONLY BY PERSONAL DELIVERY OR BY REGISTERED OR CERTIFIED MAIL | THE PARTIES CONCERNING THIS AGREEMENT, ITS ENFORCEABILITY OR THE INTERPRETATION THEREOF, THE SAME SHALL BE SETTLED BY A SINGLE ARBITRATOR APPOINTED PURSUANT TO THE PROVISIONS OF THE COMMERCIAL ARBITRATION ACT OF THE STATE OF NEVADA, OR ANY SUCCESSOR LEGISLATION THEN IN FORCE. THE LANGUAGE TO BE USED IN THE ARBITRATION PROCEEDINGS SHALL BE ENGLISH. NOTICES: ALL PAYMENTS, REPORTS",Canada,,,,3.0,low,1,MISSING
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.txt,"HYDRON TECHNOLOGIES, INC., A NEW YORK CORPORATION WITH ITS PRINCIPAL OFFICES LOCATED AT 1001 YAMATO ROAD, SUITE 403, BOCA RATON, FLORIDA 33431, (""HYDRON | MIAMI DOLPHINS",New York,,,,3.0,low,1,MISSING
HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT.txt,"DELTEQ PTE LTD | IMRS OPERATIONS INC. D/B/A IMRS INC., A DELAWARE CORPORATION WITH ITS PRINCIPAL PLACE OF BUSINESS AT 777 LONG RIDGE ROAD, STAMFORD, CONNECTICUT 06902, U.S.A. (HEREINAFTER REFERRED TO AS ""DEVELOPER",Delaware,,,,0.0,low,0,
IbioInc_20200313_8-K_EX-10.1_12052678_EX-10.1_Development Agreement.txt,"BEIJING CC-PHARMING LTD | IBIO INC., A PUBLIC CORPORATION, WITH A LOCATION AT IBIO INC., 600 MADISON AVE, SUITE 01601 NY, NY 10022-1735",the State of Texas,,,,3.0,low,1,MISSING
ICORECONNECTINC_10_13_2010-EX-7.1-Strategic Alliance Agreement.txt,"IMEDICOR, INC, A NEVADA CORPORATION WHOSE ADDRESS IS 523 AVALON GARDENS DRIVE, NANUET, NEW YORK 10954, USA (""IMEDICOR | USA MANAGED CARE ORGANIZATION (USA MCO) A TEXAS CORPORATION WHOSE ADDRESS IS 916 SOUTH CAPITAL OF TEXAS HIGHWAY",New York,,,,3.0,low,1,MISSING
IdeanomicsInc_20151124_8-K_EX-10.2_9354744_EX-10.2_Content License Agreement.txt,"BEIJING SUN SEVEN STARS CULTURE DEVELOPMENT LIMITED, A P.R.C. COMPANY WITH AN ADDRESS AT EASTERN FANGZHENG ROAD, SOUTHERN DONGYING VILLAGE, HANCUNHE TOWN, FANGSHAN DISTRICT, BEIJING CITY, P.R.C. (""LICENSOR | YOU ON DEMAND HOLDINGS",New York,,,,3.0,low,1,MISSING
IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement.txt,"BEIJING SUN SEVEN STARS CULTURE DEVELOPMENT LIMITED, A P.R.C. COMPANY WITH AN ADDRESS AT EASTERN FANGZHENG ROAD, SOUTHERN DONGYING VILLAGE, HANCUNHE TOWN, FANGSHAN DISTRICT, BEIJING CITY, P.R.C. (""LICENSOR | YOU ON DEMAND HOLDINGS",New York,,,,3.0,low,1,MISSING
IDREAMSKYTECHNOLOGYLTD_07_03_2014-EX-10.39-Cooperation Agreement on Mobile Game Business.txt,"DAZZLE INTERACTIVE NETWORK TECHNOLOGIES CO., LTD | SHENZHEN IDREAMSKY TECHNOLOGY CO",,,,,6.0,medium,2,MISSING
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT.txt,IGENE BIOTECHNOLOGY | TATE & LYLE FERMENTATION PRODUCTS LTD,,,,,6.0,medium,2,MISSING
IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT.txt,SAGEM S | XIMAGE,,,,,6.0,medium,2,MISSING
ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement.txt,"IMINE CORPORATION, (HEREINAFTER REFERRED TO AS ""JRVS | SUNWAI TECHNOLOGY",,,,,3.0,low,1,MISSING
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT.txt,"IMMUNOMEDICS | JANSSEN BIOTECH, INC",Delaware,,,,3.0,low,1,MISSING
IMPCOTECHNOLOGIESINC_04_15_2003-EX-10.65-JOINT VENTURE AGREEMENT.txt,"HAVING ITS PRINCIPAL OFFICE OF BUSINESS AT 16804 GRIDLEY PLACE | IMPCO TECHNOLOGIES INC., A COMPANY INCORPORATED UNDER THE LAWS OF THE STATE OF DELAWARE U.S.A",India,,,,3.0,low,1,MISSING
ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.txt,CHANG CHEN-BIN ARCHITECTS OFFICE | OUTSOURCING CONTRACT ON DEVELOPMENT OF MIAOLI ROYAL RESORT HOTEL PLANNING UNIT,,,,,9.0,medium,3,MISSING
ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding Agreement.txt,"IMPRESSE CORPORATION | VERTICALNET, INC., A PENNSYLVANIA CORPORATION HAVING A PRINCIPAL PLACE OF BUSINESS AT 700 DRESHER ROAD, SUITE 100, HORSHAM, PENNSYLVANIA, 19044 (""VERTICALNET",California,,,,0.0,low,0,
INGEVITYCORP_05_16_2016-EX-10.5-INTELLECTUAL PROPERTY AGREEMENT.txt,"INGEVITY CORPORATION | WESTROCK COMPANY, A DELAWARE CORPORATION (""PARENT",Delaware,,,,3.0,low,1,MISSING
INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE HOSTING AGREEMENT.txt,"MAINTAIN THE CUSTOMIZED SEARCH ENGINE ON SERVERS OWNED BY INKTOMI AND LOCATED AT A FACILITY SELECTED BY INKTOMI IN CALIFORNIA | THE PARTIES EXECUTED AS OF THE EFFECTIVE DATE (THE ""SOFTWARE DEVELOPMENT AGREEMENT""), INKTOMI IS CUSTOMIZING ITS INTERNET SEARCH ENGINE SOFTWARE FOR MICROSOFT. D. MICROSOFT DESIRES THAT INKTOMI HOST",California,,,,3.0,low,1,MISSING
InmodeLtd_20190729_F-1A_EX-10.9_11743243_EX-10.9_Manufacturing Agreement.txt,CONTRACTOR | CUSTOMER,the State of Israel,,,,3.0,low,1,MISSING
InnerscopeHearingTechnologiesInc_20181109_8-K_EX-10.6_11419704_EX-10.6_Distributor Agreement.txt,"ERCHONIA CORPORATION. (""ERCHONIA"") WHOSE ADDRESS IS 650 ATLANTIS RD., MELBOURNE, FLORIDA, USA, 32904 | INNERSCOPE HEARING TECHNOLOGIES INC",Florida,,,,3.0,low,1,MISSING
"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.txt","GLAXO GROUP LIMITED DATED: NOVEMBER 14 | THERAVANCE, INC",,,,,6.0,medium,2,MISSING
IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement.txt,NO ORDERS FOR THE PURCHASE OR SALE OF THE SHARES HEREUNDER SHALL BE ACCEPTED BY THE FUND IF AND SO LONG AS THE EFFECTIVENESS OF THE REGISTRATION STATEMENT THEN IN EFFECT OR ANY NECESSARY AMENDMENTS THERETO SHALL BE SUSPENDED UNDER ANY OF THE PROVISIONS OF THE 1933 ACT OR IF AND SO LONG AS A CURRENT PROSPECTUS AS REQUIRED BY SECTION 5(B)(2) OF THE 1933 ACT IS NOT ON FILE WITH THE SEC; PROVIDED | THEM IN THE CONDUCT OF THE DEFENSE OF SUCH ACTION. SECTION 5. EFFECTIVENESS OF REGISTRATION SECTION 5.1 NONE OF THE SHARES SHALL BE OFFERED BY EITHER INTEGRITY OR THE FUND UNDER ANY OF THE PROVISIONS OF THIS AGREEMENT,Delaware,,,,6.0,medium,2,MISSING
IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement.txt,"INTEGRITY INCORPORATED, A DELAWARE CORPORATION WITH PRINCIPAL OFFICES AT 1000 CODY ROAD, MOBILE, ALABAMA (""INTEGRITY | TIME LIFE",the State of                   Tennessee applicable to contracts entered into and performed                   entirely within the State of Tennessee,,,,3.0,low,1,MISSING
"INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic Alliance Agreement.txt","BRAVATEK SOLUTIONS, INC., A CORPORATION ORGANIZED UNDER THE LAWS OF THE STATE OF COLORADO, (""BRAVATEK""), WITH AN ADDRESS AT 2028 E. BEN WHITE BLVD., UNIT #240-2835, AUSTIN, TEXAS 78741 | FAZYNC LLC",Texas,,,,5.0,medium,2,"AMBIGUOUS,MISSING"
INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT.txt,"BURGER KING CORPORATION A COMPANY INCORPORATED IN FLORIDA, UNITED STATES OF AMERICA WITH ITS PRINCIPAL OFFICE | PLACE OF BUSINESS AT 17777 OLD CUTLER ROAD",,,,,6.0,medium,2,MISSING
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT.txt","AFFILIATES | HOVIONE INTER AG, TOGETHER WITH ITS SUBSIDIARIES",Delaware,,,,0.0,low,0,
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement.txt,"DYNAMIC HEARING PTY LTD A CORPORATION ORGANIZED UNDER THE LAWS OF VICTORIA | INTRICON CORPORATION, A PENNSYLVANIA CORPORATION HAVING A PLACE OF BUSINESS AT 1260 RED FOX ROAD, ARDEN HILLS, MINNESOTA 55112 USA (HEREINAFTER INTRICON",Victoria,,,,3.0,low,1,MISSING
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement.txt,"E-CENTIVES | THE AT HOME CORPORATION (""EXCITE@HOME"" OR ""EXCITE""), LOCATED AT 450 BROADWAY, REDWOOD CITY, CALIFORNIA 94063",Delaware,,,,3.0,low,1,MISSING
"IOVANCEBIOTHERAPEUTICS,INC_08_03_2017-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.txt","LION BIOTECHNOLOGIES, INC., WITH A PLACE OF BUSINESS LOCATED AT 999 SKYWAY ROAD, SUITE 150, SAN CARLOS, CA 94070 (""LBIO | THE UNIVERSITY OF TEXAS M",,2017-04-17,,,6.0,medium,2,MISSING
IpassInc_20181203_8-K_EX-99.1_11445874_EX-99.1_Reseller Agreement.txt,"IPASS INC., HAVING A PRINCIPAL PLACE OF BUSINESS AT 3800 BRIDGE PARKWAY, REDWOOD SHORES, CA 94065 (""IPASS | PARETEUM CORPORATION",New York,,,,0.0,low,0,
"IPAYMENT,INC_05_14_2007-EX-10.1-SPONSORSHIP AGREEMENT.txt","FIRST DATA MERCHANT SERVICES CORPORATION, WELLS FARGO BANK, N.A | IPAYMENT",,,,,6.0,medium,2,MISSING
IVILLAGEINC_03_17_1999-EX-10.16-SPONSORSHIP AGREEMENT.txt,"FORD MOTOR MEDIA, A DIVISION OF J. WALTER THOMPSON (""FMM"") WITH OFFICES AT 300 RENAISSANCE CENTER, DETROIT, MICHIGAN 48243 | IVILLAGE",New York,,,,3.0,low,1,MISSING
JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT.txt,"LICENSE) SPECIFIED IN THE APPENDIX I OF THIS AGREEMENT (THE ""INTELLECTUAL PROPERTY | THE FOLLOWING TWO PARTIES: PARTY A: JINGWEI HENGTONG TECHNOLOGY (SHENZHEN) CO., LTD. (经纬恒通科技（深圳）有限公司 ) REGISTRATION ADDRESS: ROOM 1605 B,TIANAN HI-TECH PLAZA TOWER A,TIAN AN CYBER PARK,FUTIAN DISTRICT,SHENZHEN,CHINA PARTY B: SHENZHEN JINGWEI COMMUNICATION CO., LTD.(深圳经纬通信技术有限公司) REGISTRATION ADDRESS: TIANXIANG BUILDING BLOCK A 13TH, TIAN AN CYBER PARK, FUTIAN DISTRICT, SHENZHEN. WHEREAS: 1. PARTY A, A WHOLLY FOREIGN-OWNED ENTERPRISE INCORPORATED UNDER THE LAWS OF THE PEOPLE'S REPUBLIC OF CHINA (THE ""PRC""), WHICH HAS THE RIGHT OF THE INTELLECTUAL PROPERTY (INCLUDING BUT NOT LIMITED TO TRADEMARK, THE OWNERSHIP OF CONSUMER DATA BASE, SOFTWARE COPYRIGHT",PRC,,,,3.0,low,1,MISSING
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT.txt,"DECORATE THE PREMISES | US, ON EXPIRATION OF THE INITIAL TERM, IF YOU REFURBISH",,,,,6.0,medium,2,MISSING
KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.txt,KALLO THAT SETS FORTH THE TERMS AND CONDITIONS GOVERNING THE CUSTOMER'S USE OF THE KALLO MOBILE CARE SUITE OF PRODUCTS | THE CUSTOMER (END-USER,Canada,,,,2.0,low,1,AMBIGUOUS
KENTUCKYUTILITIESCO_03_25_2003-EX-10.65-TRANSPORTATION AGREEMENT.txt,LG&E | TENNESSEE GAS PIPELINE COMPANY,,,,,6.0,medium,2,MISSING
KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT.txt,"DEPOMED, INC | KING PHARMACEUTICALS",California,,,,3.0,low,1,MISSING
"KIROMICBIOPHARMA,INC_04_08_2020-EX-10.28-JOINT VENTURE AGREEMENT.txt","KIROMIC BIOPHARMA INC., A DELAWARE COMPANY, FANNIN SOUTH PROFESSIONAL BUILDING, 7707, FANNIN ST. SUITE 140, HOUSTON TX 77054 USA, IN PERSON OF THE LEGAL REPRESENTATIVE OF THE CHIEF EXECUTIVE OFFICER DR. PROF. MAURIZIO CHIRIVA INTERNATI, PHD | MOLIPHARMA S",,,,,6.0,medium,2,MISSING
"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT.txt",COMPANY | CONSULTANT,the State of Texas,,,,3.0,low,1,MISSING
KitovPharmaLtd_20190326_20-F_EX-4.15_11584449_EX-4.15_Manufacturing Agreement.txt,"DEXCEL LTD., WITH ITS REGISTERED ADDRESS AT ****, ISRAEL (""DEXCEL | KITOV PHARMA LTD",,,,,3.0,low,1,MISSING
"KNOWLABS,INC_08_15_2005-EX-10-INTELLECTUAL PROPERTY AGREEMENT.txt","KENNETH TURPIN (""TURPIN | VISUALANT INCORPORATED, A NEVADA CORPORATION (THE ""COMPANY",,,,,6.0,medium,2,MISSING
"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part1.txt","KUBIENT INC., WITH OFFICES LOCATED AT 330 7TH AVENUE, 10TH FLOOR, NEW YORK, NY 10001 (""KUBIENT | THE ASSOCIATED PRESS",New York,,,,5.0,medium,2,"AMBIGUOUS,MISSING"
"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part2.txt","KUBIENT, INC. (""KUBIENT | THE ASSOCIATED PRESS (""CUSTOMER",,2020-02-05,30.0,,3.0,low,1,MISSING
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement.txt,"LEADERSONLINE | VERTICALNET, INC., A PENNSYLVANIA CORPORATION HAVING A PRINCIPAL PLACE OF BUSINESS AT 700 DRESHER ROAD, SUITE 100, HORSHAM, PENNSYLVANIA, 19044 (""VERTICALNET",Delaware,,,,3.0,low,1,MISSING
LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT.txt,LECLANCHÉ SA | OAK RIDGE ENERGY TECHNOLOGIES,United States,,,,0.0,low,0,
