_doc_id,risk_score,risk_bucket,governing_law,payment_net_days,effective_date,_issues_count,tags
SimplicityEsportsGamingCompany_20181130_8-K_EX-10.1_11444071_EX-10.1_Franchise Agreement.txt,9,high,,,,3,incomplete
SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT.txt,9,high,,,,3,incomplete
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,9,high,,,,3,incomplete
SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.txt,9,high,,,,3,incomplete
SMITHELECTRICVEHICLESCORP_04_04_2012-EX-10.26-FLEET MAINTENANCE AGREEMENT.txt,9,high,,,,3,incomplete
"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT.txt",9,high,,,,3,incomplete
"Sonos, Inc. - Manufacturing Agreement.txt",3,low,California,,,1,law:California;incomplete
SONUSCORP_03_12_1997-EX-10.11-SPONSORSHIP AGREEMENT.txt,12,high,,,,4,incomplete
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1.txt,9,high,,,,3,incomplete
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement2.txt,9,high,,,,3,incomplete
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement3.txt,13,high,,,,5,incomplete
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement4.txt,15,high,,,,5,incomplete
SouthernStarEnergyInc_20051202_SB-2A_EX-9_801890_EX-9_Affiliate Agreement.txt,9,high,,,,3,incomplete
SPARKLINGSPRINGWATERHOLDINGSLTD_07_03_2002-EX-10.13-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.txt,7,medium,Nova Scotia and the laws of Canada applicable in Nova Scotia,,,3,law:Nova Scotia and the laws of Canada applicable in Nova Scotia;incomplete
SPHERE3DCORP_06_24_2020-EX-10.12-CONSULTING AGREEMENT.txt,9,high,,,,3,incomplete
"SPIENERGYCO,LTD_03_09_2011-EX-99.5-OPERATIONS AND MAINTENANCE AGREEMENT.txt",7,medium,the State of California,,,3,law:the State of California;incomplete
"SPIENERGYCO,LTD_07_10_2014-EX-10-Cooperation Agreement of 50MWp Photovoltaic Grid-connected Power Generation Project in Yangqiao of~1.txt",15,high,,,,5,incomplete
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT.txt",9,high,,,,3,incomplete
SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT.txt,8,high,the State of Colorado           without regard to conflicts of laws principles,,,4,law:the State of Colorado           without regard to conflicts of laws principles;incomplete
"SPRINGBANKPHARMACEUTICALS,INC_04_08_2020-EX-99.A-JOINT FILING AGREEMENT.txt",15,high,,,,5,incomplete
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.txt,9,high,,,,3,incomplete
STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT.txt,9,high,,,,3,incomplete
StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement.txt,9,high,,,,3,incomplete
STARTECGLOBALCOMMUNICATIONSCORP_11_16_1998-EX-10.30-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,7,medium,Switzerland,,,3,law:Switzerland;incomplete
SteelVaultCorp_20081224_10-K_EX-10.16_3074935_EX-10.16_Affiliate Agreement.txt,9,high,,,,3,incomplete
STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT.txt,10,high,,,,4,incomplete
"SUCAMPOPHARMACEUTICALS,INC_11_04_2015-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt",9,high,,,,3,incomplete
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.txt,9,high,,,,3,incomplete
SUNTRONCORP_05_17_2006-EX-10.22-MAINTENANCE AGREEMENT.txt,7,medium,THE STATE OF MINNESOTA,,,3,law:THE STATE OF MINNESOTA;incomplete
SYKESHEALTHPLANSERVICESINC_04_24_1998-EX-10.14-OUTSOURCING AGREEMENT.txt,9,high,,,,3,incomplete
TALCOTTRESOLUTIONLIFEINSURANCECO-SEPARATEACCOUNTTWELVE_04_30_2020-EX-99.8(L)-SERVICE AGREEMENT.txt,10,high,,,,4,incomplete
"TALLGRASSENERGY,LP_02_20_2020-EX-99.26-JOINT FILING AGREEMENT.txt",15,high,,,,5,incomplete
TcPipelinesLp_20160226_10-K_EX-99.12_9454048_EX-99.12_Transportation Agreement.txt,6,medium,,,2016-11-01,2,incomplete
TEARDROPGOLFCO_10_23_1996-EX-10.12-ENDORSEMENT AGREEMENT.txt,9,high,,,,3,incomplete
TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,10,high,,,,4,incomplete
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT.txt,6,medium,,,,2,incomplete
TheglobeComInc_19990503_S-1A_EX-10.20_5416126_EX-10.20_Co-Branding Agreement.txt,8,high,,,,4,incomplete
"THERAVANCEBIOPHARMA,INC_05_08_2020-EX-10.2-SERVICE AGREEMENT.txt",9,high,,,,3,incomplete
ThriventVariableInsuranceAccountB_20190701_N-6_EX-99.D(IV)_11720968_EX-99.D(IV)_Endorsement Agreement.txt,12,high,,,2019-07-01,4,incomplete
TICKETSCOMINC_06_22_1999-EX-10.22-SPONSORSHIP AGREEMENT.txt,9,high,,,,3,incomplete
TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement.txt,9,high,,,,3,incomplete
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement.txt,9,high,,,,3,incomplete
TRANSMONTAIGNEPARTNERSLLC_03_13_2020-EX-10.9-SERVICES AGREEMENT.txt,7,medium,the State of Colorado,,,3,law:the State of Colorado;incomplete
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT.txt",9,high,,,,3,incomplete
TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT.txt,9,high,,,,3,incomplete
TRIZETTOGROUPINC_08_18_1999-EX-10.17-TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT.txt,12,high,,,,4,incomplete
TRUENORTHENERGYCORP_02_08_2007-EX-10.1-DEVELOPMENT AGREEMENT.txt,9,high,,,,3,incomplete
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement.txt,7,medium,the State of New York applicable to contracts to be entirely performed therein,,,3,law:the State of New York applicable to contracts to be entirely performed therein;incomplete
TUNIUCORP_03_06_2014-EX-10-COOPERATION AGREEMENT.txt,9,high,,,,3,incomplete
"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement.txt",7,medium,the State of Florida,,,3,law:the State of Florida;incomplete
UAGHINC_04_14_2004-EX-10.18-MAINTENANCE AGREEMENT.txt,9,high,,,,3,incomplete
ULTRAGENYXPHARMACEUTICALINC_12_23_2013-EX-10.9-SUPPLY AGREEMENT.txt,10,high,,,,4,incomplete
UnionDentalHoldingsInc_20050204_8-KA_EX-10_3345577_EX-10_Affiliate Agreement.txt,9,high,,,,3,incomplete
"UNITEDNATIONALBANCORP_03_03_1999-EX-99-Outsourcing Agreement with the BISYS Group, Inc..txt",15,high,,,,5,incomplete
UpjohnInc_20200121_10-12G_EX-2.6_11948692_EX-2.6_Manufacturing Agreement_ Supply Agreement.txt,8,high,,,,4,incomplete
URSCORPNEW_03_17_2014-EX-99-COOPERATION AGREEMENT.txt,9,high,,,,3,incomplete
USASYNTHETICFUELCORP_10_21_2010-EX-10.10-STRATEGIC ALLIANCE AGREEMENT.txt,9,high,,,,3,incomplete
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.txt,9,high,,,,3,incomplete
VALENCETECHNOLOGYINC_02_14_2003-EX-10-JOINT VENTURE CONTRACT.txt,9,high,,,,3,incomplete
"VAPOTHERM, INC. - Manufacturing and Supply Agreement.txt",5,medium,the State of New York without giving effect to principles of conflict of laws,,,3,law:the State of New York without giving effect to principles of conflict of laws;incomplete
VARIABLESEPARATEACCOUNT_04_30_2014-EX-13.C-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.txt,9,high,,,,3,incomplete
"VAXCYTE,INC_05_22_2020-EX-10.19-SUPPLY AGREEMENT.txt",9,high,,,,3,incomplete
"VEONEER,INC_02_21_2020-EX-10.11-JOINT VENTURE AGREEMENT.txt",9,high,,,,3,incomplete
VERICELCORP_08_06_2019-EX-10.10-SUPPLY AGREEMENT.txt,6,medium,,,,2,incomplete
VerizonAbsLlc_20200123_8-K_EX-10.4_11952335_EX-10.4_Service Agreement.txt,9,high,,,,3,incomplete
VERSOTECHNOLOGIESINC_12_28_2007-EX-99.3-INTELLECTUAL PROPERTY AGREEMENT.txt,12,high,,,,4,incomplete
VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT.txt,9,high,,,,3,incomplete
VertexEnergyInc_20200113_8-K_EX-10.1_11943624_EX-10.1_Marketing Agreement.txt,6,medium,,,,2,incomplete
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.txt,7,medium,the United States of America and of the Commonwealth of Pennsylvania as applied to agreements entered into and to be performed entirely within Pennsylvania between Pennsylvania residents,,,3,law:the United States of America and of the Commonwealth of Pennsylvania as applied to agreements entered into and to be performed entirely within Pennsylvania between Pennsylvania residents;incomplete
VgrabCommunicationsInc_20200129_10-K_EX-10.33_11958828_EX-10.33_Development Agreement.txt,6,medium,,,,2,incomplete
VIOLINMEMORYINC_12_12_2012-EX-10.14-SPONSORSHIP AGREEMENT.txt,9,high,,,,3,incomplete
"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT.txt",15,high,,,,5,incomplete
"VIRTUALSCOPICS,INC_11_12_2010-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.txt",10,high,,,,4,incomplete
VirtuosoSurgicalInc_20191227_1-A_EX1A-6 MAT CTRCT_11933379_EX1A-6 MAT CTRCT_License Agreement.txt,9,high,,,,3,incomplete
"VISIUMTECHNOLOGIES,INC_10_20_2004-EX-10.20-DISTRIBUTOR AGREEMENT.txt",9,high,,,,3,incomplete
VitalibisInc_20180316_8-K_EX-10.2_11100168_EX-10.2_Hosting Agreement.txt,4,medium,the State of California without giving effect to conflict or choice of law principles,,,2,law:the State of California without giving effect to conflict or choice of law principles;incomplete
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.txt,9,high,,,,3,incomplete
"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT.txt",12,high,,,,4,incomplete
"VNUE,INC_07_10_2015-EX-10.1-SPONSORSHIP AGREEMENT.txt",10,high,,,,4,incomplete
VnueInc_20150914_8-K_EX-10.1_9259571_EX-10.1_Promotion Agreement.txt,12,high,,,,4,incomplete
WARNERCHILCOTTPLC_12_31_2003-EX-4.36-DEVELOPMENT AGREEMENT.txt,10,high,,,,4,incomplete
WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.txt,9,high,,,,3,incomplete
"WASTE2ENERGYHOLDINGS,INC_06_03_2010-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt",10,high,,,,4,incomplete
WatchitMediaInc_20061201_8-K_EX-10.1_4148672_EX-10.1_Content License Agreement.txt,15,high,,,,5,incomplete
WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement.txt,9,high,,,,3,incomplete
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,9,high,,,,3,incomplete
WebmdHealthCorp_20050908_S-1A_EX-10.7_1027007_EX-10.7_Content License Agreement.txt,10,high,,,,4,incomplete
WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement.txt,9,high,,,,3,incomplete
WESTERN COPPER - NON-COMPETITION AGREEMENT.txt,9,high,,,,3,incomplete
WestPharmaceuticalServicesInc_20200116_8-K_EX-10.1_11947529_EX-10.1_Supply Agreement.txt,3,low,,,2019-01-01,1,incomplete
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT.txt",6,medium,,,,2,incomplete
WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT - Intellectual Property Rights                 Confidentiality and Non-Use Obligations Agreement.txt,9,high,,,,3,incomplete
WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT.txt,9,high,,,,3,incomplete
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT.txt,9,high,,,,3,incomplete
WPPPLC_04_30_2020-EX-4.28-SERVICE AGREEMENT.txt,9,high,,,,3,incomplete
"XACCT Technologies, Inc.SUPPORT AND MAINTENANCE AGREEMENT.txt",9,high,,,,3,incomplete
XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT (3).txt,3,low,,,2012-02-10,1,incomplete
XinhuaSportsEntertainmentLtd_20070221_F-1_EX-99.4_645553_EX-99.4_Content License Agreement.txt,9,high,,,,3,incomplete
"XLITECHNOLOGIES,INC_12_02_2015-EX-10.02-STRATEGIC ALLIANCE AGREEMENT.txt",12,high,,,,4,incomplete
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",9,high,,,,3,incomplete
XpresspaGroupInc_20190401_10-K_EX-10.28_11599457_EX-10.28_Marketing Agreement.txt,9,high,,,,3,incomplete
XYBERNAUTCORP_07_12_2002-EX-4-SPONSORSHIP AGREEMENT.txt,10,high,,,,4,incomplete
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT.txt,9,high,,,,3,incomplete
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.txt,9,high,,,,3,incomplete
ZONDWINDSYSTEMPARTNERSLTDSERIES85-B_04_03_2006-EX-10-MANAGEMENT AND MAINTENANCE AGREEMENT.txt,15,high,,,,5,incomplete
"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT.txt",7,medium,,,,3,incomplete
ZtoExpressCaymanInc_20160930_F-1_EX-10.10_9752871_EX-10.10_Transportation Agreement.txt,12,high,,,,4,incomplete
